Dataset,Outlier_Frac,Trial,Config,Rel_Error
Kirby2,0.3,15,rho_f=0.85,0.10405081269083881
Kirby2,0.3,16,rho_f=0.85,0.10405080558609348
Kirby2,0.3,17,rho_f=0.85,0.014791244492550442
Kirby2,0.3,18,rho_f=0.85,0.10405080416948458
Kirby2,0.3,19,rho_f=0.85,0.03254618407682623
Nelson,0.0,0,rho_f=0.85,0.0351210165008196
Nelson,0.1,0,rho_f=0.85,0.03512101650082885
Nelson,0.1,1,rho_f=0.85,0.03512101650081837
Nelson,0.1,2,rho_f=0.85,0.03179104776287592
Nelson,0.1,3,rho_f=0.85,0.030585431448651106
Nelson,0.1,4,rho_f=0.85,0.03178134806295146
Nelson,0.1,5,rho_f=0.85,0.03512101650081202
Nelson,0.1,6,rho_f=0.85,0.020333559355305775
Nelson,0.1,7,rho_f=0.85,0.03512101650082375
Nelson,0.1,8,rho_f=0.85,0.03512101650082332
Nelson,0.1,9,rho_f=0.85,0.03512101650081435
Nelson,0.1,10,rho_f=0.85,0.032144252693437125
Nelson,0.1,11,rho_f=0.85,0.035121016500829765
Nelson,0.1,12,rho_f=0.85,0.035121016500804646
Nelson,0.1,13,rho_f=0.85,0.03512101650081441
Nelson,0.1,14,rho_f=0.85,0.03512101650082173
Nelson,0.1,15,rho_f=0.85,0.03512101650081301
Nelson,0.1,16,rho_f=0.85,0.03512101650080435
Nelson,0.1,17,rho_f=0.85,0.035121016500815984
Nelson,0.1,18,rho_f=0.85,0.035121016500818725
Nelson,0.1,19,rho_f=0.85,0.035121016500823686
Nelson,0.3,0,rho_f=0.85,0.035121016500818246
Nelson,0.3,1,rho_f=0.85,0.035121016500822624
Nelson,0.3,2,rho_f=0.85,0.03512101650080984
Nelson,0.3,3,rho_f=0.85,0.03512101650082287
Nelson,0.3,4,rho_f=0.85,0.03512101650080284
Nelson,0.3,5,rho_f=0.85,0.0351210165008173
Nelson,0.3,6,rho_f=0.85,0.03512101650081049
Nelson,0.3,7,rho_f=0.85,0.38813732465720413
Nelson,0.3,8,rho_f=0.85,0.10235723359914753
Nelson,0.3,9,rho_f=0.85,0.03512101650082387
Nelson,0.3,10,rho_f=0.85,0.03512101650082041
Nelson,0.3,11,rho_f=0.85,0.035121016500827114
Nelson,0.3,12,rho_f=0.85,0.03512101650081925
Nelson,0.3,13,rho_f=0.85,0.03512101650080668
Nelson,0.3,14,rho_f=0.85,0.03512101650083169
Nelson,0.3,15,rho_f=0.85,0.03512101650081958
Nelson,0.3,16,rho_f=0.85,0.387446429332987
Nelson,0.3,17,rho_f=0.85,0.035121016500803764
Nelson,0.3,18,rho_f=0.85,0.035121016500824734
Nelson,0.3,19,rho_f=0.85,0.03512101650082994
Thurber,0.0,0,rho_f=0.85,0.027539103798874507
Thurber,0.1,0,rho_f=0.85,0.03871360280865998
Thurber,0.1,1,rho_f=0.85,0.02525991792803262
Thurber,0.1,2,rho_f=0.85,0.056828107154984826
Thurber,0.1,3,rho_f=0.85,0.04315498285523531
Thurber,0.1,4,rho_f=0.85,0.055373500424008175
Thurber,0.1,5,rho_f=0.85,0.042458157463344394
Thurber,0.1,6,rho_f=0.85,0.07869944815665643
Thurber,0.1,7,rho_f=0.85,0.04111799486709775
Thurber,0.1,8,rho_f=0.85,0.0627972448833147
Thurber,0.1,9,rho_f=0.85,0.03706502505507716
Thurber,0.1,10,rho_f=0.85,0.0378047754325425
Thurber,0.1,11,rho_f=0.85,0.037777345052290016
Thurber,0.1,12,rho_f=0.85,0.04322447256068143
Thurber,0.1,13,rho_f=0.85,0.03721190335165588
Thurber,0.1,14,rho_f=0.85,0.05279480722071896
Thurber,0.1,15,rho_f=0.85,0.041118005341559655
Thurber,0.1,16,rho_f=0.85,0.0387649291799868
Thurber,0.1,17,rho_f=0.85,0.035781787966577216
Thurber,0.1,18,rho_f=0.85,0.027419597697915674
Thurber,0.1,19,rho_f=0.85,0.03949827027509275
Thurber,0.3,0,rho_f=0.85,0.04309529447556551
Thurber,0.3,1,rho_f=0.85,0.03845414942401042
Thurber,0.3,2,rho_f=0.85,0.041213520121434796
Thurber,0.3,3,rho_f=0.85,0.0339004728701015
Thurber,0.3,4,rho_f=0.85,0.11919141306169069
Thurber,0.3,5,rho_f=0.85,0.05165687498336653
Thurber,0.3,6,rho_f=0.85,0.03255436015928545
